Bandit,Reward,Algorithm
2,4.609192551709806,ThompsonSamplingBandit
2,3.5985776728251597,ThompsonSamplingBandit
2,4.15786306716642,ThompsonSamplingBandit
2,2.854074028271379,ThompsonSamplingBandit
2,3.1503495505714874,ThompsonSamplingBandit
2,2.061321259595659,ThompsonSamplingBandit
2,1.0296122582138856,ThompsonSamplingBandit
2,3.8605938428895485,ThompsonSamplingBandit
2,2.185088839156738,ThompsonSamplingBandit
2,2.6814901360334127,ThompsonSamplingBandit
2,3.0665716058731634,ThompsonSamplingBandit
2,4.184113230176213,ThompsonSamplingBandit
2,3.065406188217307,ThompsonSamplingBandit
2,1.739860529652314,ThompsonSamplingBandit
2,3.457105274508487,ThompsonSamplingBandit
2,1.3808444295752393,ThompsonSamplingBandit
2,2.7275895744848313,ThompsonSamplingBandit
2,4.582557617257847,ThompsonSamplingBandit
2,2.2499393117137862,ThompsonSamplingBandit
2,2.7141061446756476,ThompsonSamplingBandit
2,2.4140348355739865,ThompsonSamplingBandit
2,5.2023507133597375,ThompsonSamplingBandit
2,4.442534179694235,ThompsonSamplingBandit
2,2.4258086929656173,ThompsonSamplingBandit
2,2.0057778906685026,ThompsonSamplingBandit
2,2.404961823704127,ThompsonSamplingBandit
2,2.7675785901810297,ThompsonSamplingBandit
2,1.529853208328313,ThompsonSamplingBandit
2,3.656384002420125,ThompsonSamplingBandit
2,5.340725724263621,ThompsonSamplingBandit
2,2.524999291707088,ThompsonSamplingBandit
2,0.5532109913474534,ThompsonSamplingBandit
2,3.3423207330335285,ThompsonSamplingBandit
2,3.66099163883026,ThompsonSamplingBandit
2,2.07447752065291,ThompsonSamplingBandit
2,2.153620857352693,ThompsonSamplingBandit
2,2.1315914497783743,ThompsonSamplingBandit
2,2.0667092122061215,ThompsonSamplingBandit
2,2.577082247423657,ThompsonSamplingBandit
2,3.4217538481177923,ThompsonSamplingBandit
2,2.833305873041857,ThompsonSamplingBandit
2,2.3385580107965867,ThompsonSamplingBandit
2,2.8736735356958167,ThompsonSamplingBandit
2,2.217022217104561,ThompsonSamplingBandit
2,2.0109580681171186,ThompsonSamplingBandit
2,2.617162212469696,ThompsonSamplingBandit
2,3.092232191327799,ThompsonSamplingBandit
2,2.459734913081885,ThompsonSamplingBandit
2,3.2803436777181436,ThompsonSamplingBandit
2,1.24862767200783,ThompsonSamplingBandit
2,3.8948550887329576,ThompsonSamplingBandit
2,2.5885877680302793,ThompsonSamplingBandit
3,4.633882451500324,ThompsonSamplingBandit
2,2.598665395492125,ThompsonSamplingBandit
2,2.7130200923766052,ThompsonSamplingBandit
2,3.2540091796525417,ThompsonSamplingBandit
2,2.2094693441992685,ThompsonSamplingBandit
2,3.3751364308049805,ThompsonSamplingBandit
2,3.5170880771170117,ThompsonSamplingBandit
2,2.7565328846298187,ThompsonSamplingBandit
2,2.4472987364258803,ThompsonSamplingBandit
